,datadate,tic,prccd,prcod,prchd,prcld,cshtrd,
426,20190516,EURUSD,1.117425,1.120085,1.122395,1.116615,161824,
427,20190517,EURUSD,1.115715,1.117425,1.118435,1.115515,189162,
429,20190520,EURUSD,1.116615,1.11604,1.117485,1.115065,139114,
430,20190521,EURUSD,1.11601,1.116615,1.11879,1.1142,182280,
431,20190522,EURUSD,1.11506,1.11601,1.11803,1.114865,143113,
432,20190523,EURUSD,1.118175,1.11506,1.118765,1.110695,189430,
433,20190524,EURUSD,1.12047,1.118175,1.12121,1.11744,142327,
434,20190526,EURUSD,1.12095,1.12047,1.121235,1.11887,204,
435,20190527,EURUSD,1.119425,1.12095,1.12152,1.1187,61067,
436,20190528,EURUSD,1.11605,1.119425,1.11984,1.115925,153628,
437,20190529,EURUSD,1.11312,1.11605,1.11725,1.11243,167843,
438,20190530,EURUSD,1.11292,1.11312,1.11433,1.1116,132186,
439,20190531,EURUSD,1.11692,1.11292,1.117985,1.112515,211219,
440,20190602,EURUSD,1.116825,1.11692,1.116835,1.115475,217,
441,20190603,EURUSD,1.12407,1.116825,1.1262,1.11602,212859,
442,20190604,EURUSD,1.125165,1.12407,1.12774,1.12264,229483,
443,20190605,EURUSD,1.1221,1.125165,1.130685,1.121975,258713,
444,20190606,EURUSD,1.127565,1.1221,1.1309,1.120065,278607,
445,20190607,EURUSD,1.133265,1.127565,1.13478,1.12513,230380,
447,20190610,EURUSD,1.13115,1.132305,1.13312,1.12901,137537,
448,20190611,EURUSD,1.132615,1.13115,1.133755,1.13013,181372,
449,20190612,EURUSD,1.12872,1.132615,1.13435,1.12825,182683,
450,20190613,EURUSD,1.12764,1.12872,1.13038,1.126835,158023,
451,20190614,EURUSD,1.12096,1.12764,1.128925,1.120245,193820,
452,20190616,EURUSD,1.121045,1.12096,1.121605,1.12039,321,
453,20190617,EURUSD,1.12181,1.121045,1.12472,1.12037,121879,
454,20190618,EURUSD,1.11935,1.12181,1.12428,1.118135,281707,
455,20190619,EURUSD,1.122645,1.11935,1.125445,1.11872,257612,
456,20190620,EURUSD,1.12924,1.122645,1.131755,1.1226,293030,
457,20190621,EURUSD,1.136945,1.12924,1.137785,1.12831,271465,
458,20190623,EURUSD,1.13714,1.136945,1.13779,1.13659,360,
459,20190624,EURUSD,1.139845,1.13714,1.14041,1.13671,177819,
460,20190625,EURUSD,1.13666,1.139845,1.141215,1.134415,281835,
461,20190626,EURUSD,1.136935,1.13666,1.13914,1.13475,227158,
462,20190627,EURUSD,1.136915,1.136935,1.13816,1.13478,195063,
463,20190628,EURUSD,1.136985,1.136915,1.13936,1.13506,189274,
464,20190630,EURUSD,1.13606,1.136985,1.13677,1.13578,802,
465,20190701,EURUSD,1.12853,1.13606,1.137115,1.1281,220499,
466,20190702,EURUSD,1.1285,1.12853,1.13221,1.12753,178720,
467,20190703,EURUSD,1.127795,1.1285,1.13121,1.12685,166502,
468,20190704,EURUSD,1.128445,1.127795,1.12952,1.12731,69267,
469,20190705,EURUSD,1.122575,1.128445,1.128785,1.120735,179766,
470,20190707,EURUSD,1.1227,1.122575,1.12275,1.121745,115,
471,20190708,EURUSD,1.12142,1.1227,1.123445,1.1207,117597,
472,20190709,EURUSD,1.12078,1.12142,1.121885,1.11933,123157,
473,20190710,EURUSD,1.12509,1.12078,1.126435,1.120185,200978,
474,20190711,EURUSD,1.125385,1.12509,1.12859,1.12452,195096,
475,20190712,EURUSD,1.12709,1.125385,1.12749,1.12382,160902,
476,20190714,EURUSD,1.127195,1.12709,1.127315,1.126625,27,
477,20190715,EURUSD,1.12579,1.127195,1.12839,1.12533,120778,
478,20190716,EURUSD,1.12102,1.12579,1.126345,1.12019,150596,
479,20190717,EURUSD,1.12243,1.12102,1.123365,1.11997,122711,
480,20190718,EURUSD,1.1277,1.12243,1.12805,1.120515,209049,
481,20190719,EURUSD,1.12211,1.1277,1.1282,1.120345,193995,
483,20190722,EURUSD,1.120885,1.121395,1.12255,1.120615,139439,
484,20190723,EURUSD,1.11518,1.120885,1.120985,1.11459,149450,
485,20190724,EURUSD,1.114015,1.11518,1.1156,1.112705,155678,
486,20190725,EURUSD,1.114705,1.114015,1.11877,1.11013,257037,
487,20190726,EURUSD,1.11269,1.114705,1.11511,1.1112,132825,
489,20190729,EURUSD,1.11447,1.112595,1.115095,1.111295,117234,
490,20190730,EURUSD,1.115485,1.11447,1.11611,1.1132,148994,
491,20190731,EURUSD,1.1075,1.115485,1.11621,1.106015,280818,
492,20190801,EURUSD,1.108485,1.1075,1.10961,1.10269,318636,
493,20190802,EURUSD,1.11088,1.108485,1.111645,1.106975,320570,
495,20190805,EURUSD,1.12028,1.110795,1.121315,1.11045,269345,
496,20190806,EURUSD,1.11994,1.12028,1.12496,1.116745,260109,
497,20190807,EURUSD,1.11993,1.11994,1.12419,1.1179,321312,
498,20190808,EURUSD,1.118015,1.11993,1.1233,1.1177,242855,
499,20190809,EURUSD,1.119935,1.118015,1.122295,1.1179,174967,
501,20190812,EURUSD,1.12137,1.120035,1.12308,1.116195,168887,
502,20190813,EURUSD,1.117105,1.12137,1.12286,1.117005,285906,
503,20190814,EURUSD,1.113845,1.117105,1.119085,1.11306,231723,
504,20190815,EURUSD,1.110685,1.113845,1.115845,1.109125,286741,
505,20190816,EURUSD,1.109095,1.110685,1.11131,1.10663,214714,
507,20190819,EURUSD,1.107825,1.109355,1.11137,1.107615,143446,
508,20190820,EURUSD,1.110005,1.107825,1.11067,1.10657,155281,
509,20190821,EURUSD,1.10843,1.110005,1.110715,1.107995,123620,
510,20190822,EURUSD,1.10795,1.10843,1.11133,1.10636,189342,
511,20190823,EURUSD,1.114,1.10795,1.115325,1.105175,271120,
512,20190825,EURUSD,1.115105,1.114,1.116405,1.114,998,
513,20190826,EURUSD,1.110175,1.115105,1.11641,1.109425,285892,
514,20190827,EURUSD,1.10903,1.110175,1.111615,1.108575,208794,
515,20190828,EURUSD,1.107765,1.10903,1.10981,1.10733,190961,
516,20190829,EURUSD,1.10567,1.107765,1.109355,1.104205,201973,
517,20190830,EURUSD,1.099,1.10567,1.10605,1.0963,203768,
518,20190901,EURUSD,1.09914,1.099,1.099855,1.09862,510,
519,20190902,EURUSD,1.096985,1.09914,1.09967,1.095795,107391,
520,20190903,EURUSD,1.097355,1.096985,1.097895,1.092595,214875,
521,20190904,EURUSD,1.10358,1.097355,1.10385,1.09685,195358,
522,20190905,EURUSD,1.103465,1.10358,1.108475,1.101665,214465,
523,20190906,EURUSD,1.102655,1.103465,1.105735,1.10202,200597,
525,20190909,EURUSD,1.104765,1.10269,1.10681,1.101545,146858,
526,20190910,EURUSD,1.10434,1.104765,1.10594,1.10306,157219,
527,20190911,EURUSD,1.101045,1.10434,1.105555,1.09853,145215,
528,20190912,EURUSD,1.10648,1.101045,1.10873,1.09269,333632,
529,20190913,EURUSD,1.107465,1.10648,1.11096,1.105545,186156,
531,20190916,EURUSD,1.100185,1.107395,1.108645,1.09933,178039,
532,20190917,EURUSD,1.10726,1.100185,1.107455,1.09903,189299,
533,20190918,EURUSD,1.10297,1.10726,1.107575,1.101365,207790,
534,20190919,EURUSD,1.104095,1.10297,1.107355,1.102295,202009,
535,20190920,EURUSD,1.101975,1.104095,1.106765,1.099635,191681,
537,20190923,EURUSD,1.09931,1.101795,1.10255,1.096615,183791,
538,20190924,EURUSD,1.102005,1.09931,1.10241,1.09838,180853,
539,20190925,EURUSD,1.094295,1.102005,1.10236,1.093745,184407,
540,20190926,EURUSD,1.09214,1.094295,1.096745,1.090865,181852,
541,20190927,EURUSD,1.094135,1.09214,1.09588,1.090475,170208,
543,20190930,EURUSD,1.08984,1.094295,1.09479,1.088475,160846,
544,20191001,EURUSD,1.093255,1.08984,1.094285,1.08791,196739,
545,20191002,EURUSD,1.095905,1.093255,1.096365,1.0904,175070,
546,20191003,EURUSD,1.096485,1.095905,1.09994,1.094085,196936,
547,20191004,EURUSD,1.09787,1.096485,1.09989,1.095715,183589,
548,20191006,EURUSD,1.098195,1.09787,1.098555,1.09697,308,
549,20191007,EURUSD,1.09705,1.098195,1.10006,1.09619,137812,
550,20191008,EURUSD,1.09566,1.09705,1.099605,1.094095,191029,
551,20191009,EURUSD,1.09715,1.09566,1.09903,1.095145,144357,
552,20191010,EURUSD,1.10052,1.09715,1.103395,1.097085,218373,
553,20191011,EURUSD,1.103815,1.10052,1.10628,1.10009,253529,
555,20191014,EURUSD,1.102585,1.103225,1.104285,1.10127,133475,
556,20191015,EURUSD,1.103295,1.102585,1.104615,1.099135,203816,
557,20191016,EURUSD,1.107165,1.103295,1.10856,1.102245,225491,
558,20191017,EURUSD,1.112445,1.107165,1.113985,1.10651,221160,
559,20191018,EURUSD,1.117085,1.112445,1.11723,1.11147,141539,
560,20191020,EURUSD,1.116145,1.117085,1.116705,1.114595,585,
561,20191021,EURUSD,1.11493,1.116145,1.11795,1.113855,139323,
562,20191022,EURUSD,1.112505,1.11493,1.115685,1.111765,158602,
563,20191023,EURUSD,1.11306,1.112505,1.11405,1.11061,129471,
564,20191024,EURUSD,1.110425,1.11306,1.11628,1.10931,178136,
565,20191025,EURUSD,1.108025,1.110425,1.112295,1.1073,113457,
566,20191027,EURUSD,1.108095,1.108025,1.108365,1.107965,105,
567,20191028,EURUSD,1.109965,1.108095,1.110665,1.107615,112046,
568,20191029,EURUSD,1.111205,1.109965,1.111855,1.10735,124443,
569,20191030,EURUSD,1.11506,1.111205,1.11516,1.10801,190428,
570,20191031,EURUSD,1.115245,1.11506,1.117575,1.113145,189597,
571,20191101,EURUSD,1.116545,1.115245,1.11718,1.112815,162094,
572,20191103,EURUSD,1.11693,1.116545,1.117115,1.116545,250,
573,20191104,EURUSD,1.11281,1.11693,1.11755,1.112475,131694,
574,20191105,EURUSD,1.107425,1.11281,1.114025,1.10635,175132,
575,20191106,EURUSD,1.10663,1.107425,1.109275,1.106485,134404,
576,20191107,EURUSD,1.10498,1.10663,1.10916,1.10359,196498,
577,20191108,EURUSD,1.10191,1.10498,1.10554,1.10166,138578,
579,20191111,EURUSD,1.10331,1.102395,1.10431,1.101645,93298,
580,20191112,EURUSD,1.10091,1.10331,1.103865,1.10024,139897,
581,20191113,EURUSD,1.10065,1.10091,1.102035,1.09953,156398,
582,20191114,EURUSD,1.10222,1.10065,1.102755,1.09891,150441,
583,20191115,EURUSD,1.105135,1.10222,1.105685,1.10145,122081,
584,20191117,EURUSD,1.105045,1.105135,1.1053,1.10482,64,
585,20191118,EURUSD,1.10721,1.105045,1.108995,1.105045,127223,
586,20191119,EURUSD,1.10783,1.10721,1.10839,1.106255,115961,
587,20191120,EURUSD,1.107215,1.10783,1.108275,1.1053,152805,
588,20191121,EURUSD,1.105865,1.107215,1.1097,1.10522,140664,
589,20191122,EURUSD,1.10195,1.105865,1.108765,1.101445,152240,
590,20191124,EURUSD,1.101745,1.10195,1.102125,1.1014,136,
591,20191125,EURUSD,1.101385,1.101745,1.10322,1.100355,116831,
592,20191126,EURUSD,1.102075,1.101385,1.102555,1.100705,115033,
593,20191127,EURUSD,1.09994,1.102075,1.1025,1.099225,118146,
594,20191128,EURUSD,1.100935,1.09994,1.10179,1.099935,80103,
595,20191129,EURUSD,1.101795,1.100935,1.102825,1.098115,109231,
597,20191202,EURUSD,1.10789,1.10242,1.108995,1.10029,137890,
598,20191203,EURUSD,1.108175,1.10789,1.109355,1.1066,130105,
599,20191204,EURUSD,1.10777,1.108175,1.11162,1.106665,157511,
600,20191205,EURUSD,1.110415,1.10777,1.110805,1.10775,116390,
601,20191206,EURUSD,1.106135,1.110415,1.110975,1.10398,124582,
603,20191209,EURUSD,1.10638,1.105895,1.107795,1.105335,82869,
604,20191210,EURUSD,1.109255,1.10638,1.10978,1.106275,120297,
605,20191211,EURUSD,1.112955,1.109255,1.11448,1.107025,157849,
606,20191212,EURUSD,1.112945,1.112955,1.115435,1.110305,201114,
607,20191213,EURUSD,1.11202,1.112945,1.119975,1.11035,280170,
609,20191216,EURUSD,1.1144,1.112865,1.115805,1.11226,126658,
610,20191217,EURUSD,1.11503,1.1144,1.11747,1.11293,142138,
611,20191218,EURUSD,1.11134,1.11503,1.11545,1.111045,131332,
612,20191219,EURUSD,1.11213,1.11134,1.114425,1.11072,135811,
613,20191220,EURUSD,1.10779,1.11213,1.11256,1.106625,118536,
615,20191223,EURUSD,1.108905,1.10822,1.10959,1.10699,106814,
616,20191224,EURUSD,1.1087,1.108905,1.109395,1.10692,84011,
617,20191226,EURUSD,1.109815,1.1087,1.110895,1.10823,36227,
618,20191227,EURUSD,1.117685,1.109815,1.11881,1.109435,159311,
620,20191230,EURUSD,1.119865,1.117845,1.12208,1.117215,149387,
621,20191231,EURUSD,1.122255,1.119865,1.12393,1.119755,132857,
622,20200102,EURUSD,1.117215,1.122255,1.121405,1.11635,129099,
623,20200103,EURUSD,1.115845,1.117215,1.11799,1.112495,173375,
625,20200106,EURUSD,1.11972,1.116845,1.12055,1.11572,144010,
626,20200107,EURUSD,1.115345,1.11972,1.11976,1.113355,165132,
627,20200108,EURUSD,1.11055,1.115345,1.116825,1.11019,238488,
628,20200109,EURUSD,1.110595,1.11055,1.112045,1.10924,144009,
629,20200110,EURUSD,1.11202,1.110595,1.11291,1.108505,134524,
631,20200113,EURUSD,1.1134,1.11167,1.114695,1.11122,106549,
632,20200114,EURUSD,1.11278,1.1134,1.114455,1.110425,141538,
633,20200115,EURUSD,1.11496,1.11278,1.116345,1.11185,124516,
634,20200116,EURUSD,1.11369,1.11496,1.11728,1.112785,129674,
635,20200117,EURUSD,1.108955,1.11369,1.114255,1.108625,123325,
637,20200120,EURUSD,1.10948,1.10936,1.110245,1.10767,83163,
638,20200121,EURUSD,1.10822,1.10948,1.1118,1.108105,128283,
639,20200122,EURUSD,1.10928,1.10822,1.109845,1.107015,131794,
640,20200123,EURUSD,1.10535,1.10928,1.110875,1.103625,180914,
641,20200124,EURUSD,1.10254,1.10535,1.106195,1.101965,144479,
642,20200126,EURUSD,1.10332,1.10254,1.10361,1.10254,527,
643,20200127,EURUSD,1.101895,1.10332,1.10376,1.100965,134421,
644,20200128,EURUSD,1.10222,1.101895,1.10253,1.099775,109053,
645,20200129,EURUSD,1.101135,1.10222,1.102765,1.09923,117319,
646,20200130,EURUSD,1.10316,1.101135,1.103935,1.100655,145927,
647,20200131,EURUSD,1.10955,1.10316,1.109585,1.10169,163898,
649,20200203,EURUSD,1.106035,1.109495,1.109505,1.10352,155134,
650,20200204,EURUSD,1.104445,1.106035,1.10642,1.103285,132274,
651,20200205,EURUSD,1.099885,1.104445,1.104795,1.099365,139885,
652,20200206,EURUSD,1.09821,1.099885,1.101405,1.096445,122183,
653,20200207,EURUSD,1.09457,1.09821,1.098575,1.0942,155490,
655,20200210,EURUSD,1.09111,1.09447,1.095755,1.09077,115410,
656,20200211,EURUSD,1.09155,1.09111,1.09248,1.08912,123970,
657,20200212,EURUSD,1.087315,1.09155,1.09256,1.086525,126854,
658,20200213,EURUSD,1.084045,1.087315,1.088885,1.08341,135554,
659,20200214,EURUSD,1.083075,1.084045,1.08612,1.08273,109873,
661,20200217,EURUSD,1.08352,1.08426,1.0851,1.082915,69312,
662,20200218,EURUSD,1.079155,1.08352,1.083815,1.078545,137910,
663,20200219,EURUSD,1.08051,1.079155,1.081175,1.07822,133837,
664,20200220,EURUSD,1.078485,1.08051,1.082115,1.07779,169466,
665,20200221,EURUSD,1.084985,1.078485,1.08635,1.078375,178348,
667,20200224,EURUSD,1.085335,1.081505,1.08722,1.080495,228450,
668,20200225,EURUSD,1.088135,1.085335,1.089035,1.083005,238810,
669,20200226,EURUSD,1.088075,1.088135,1.09088,1.0855,263977,
670,20200227,EURUSD,1.10005,1.088075,1.10066,1.08778,329009,
671,20200228,EURUSD,1.10272,1.10005,1.10531,1.095095,425610,
673,20200302,EURUSD,1.113365,1.104745,1.1185,1.10364,492061,
674,20200303,EURUSD,1.1172,1.113365,1.12135,1.109525,510699,
675,20200304,EURUSD,1.11362,1.1172,1.118755,1.109545,344386,
676,20200305,EURUSD,1.123915,1.11362,1.12451,1.11196,303312,
677,20200306,EURUSD,1.128705,1.123915,1.13548,1.12112,590716,
679,20200309,EURUSD,1.144015,1.13543,1.14959,1.13359,970516,
680,20200310,EURUSD,1.128135,1.144015,1.14593,1.12748,931828,
681,20200311,EURUSD,1.12696,1.128135,1.13667,1.125725,625439,
682,20200312,EURUSD,1.118495,1.12696,1.133365,1.105495,1046814,
683,20200313,EURUSD,1.110615,1.118495,1.122125,1.1055,904782,
685,20200316,EURUSD,1.118205,1.106745,1.123675,1.106745,1319697,
686,20200317,EURUSD,1.099715,1.118205,1.118935,1.09549,1007049,
687,20200318,EURUSD,1.091195,1.099715,1.104535,1.080185,1180119,
688,20200319,EURUSD,1.069205,1.091195,1.098215,1.065505,1470342,
689,20200320,EURUSD,1.07005,1.069205,1.0831,1.06377,1387599,
691,20200323,EURUSD,1.072805,1.07079,1.082815,1.063615,1328178,
692,20200324,EURUSD,1.078735,1.072805,1.088815,1.07217,947094,
693,20200325,EURUSD,1.0883,1.078735,1.089395,1.076035,773789,
694,20200326,EURUSD,1.10307,1.0883,1.10589,1.087025,749339,
695,20200327,EURUSD,1.11349,1.10307,1.114745,1.09534,705946,
697,20200330,EURUSD,1.104545,1.111955,1.114445,1.101,561597,
698,20200331,EURUSD,1.10315,1.104545,1.105515,1.09267,749299,
699,20200401,EURUSD,1.096335,1.10315,1.103925,1.090265,478309,
700,20200402,EURUSD,1.08562,1.096335,1.096865,1.082075,504674,
701,20200403,EURUSD,1.08091,1.08562,1.086525,1.07727,398453,
703,20200406,EURUSD,1.07924,1.081285,1.08356,1.07683,375927,
704,20200407,EURUSD,1.0892,1.07924,1.09266,1.078385,363947,
705,20200408,EURUSD,1.08584,1.0892,1.090215,1.082995,333714,
706,20200409,EURUSD,1.092915,1.08584,1.095175,1.084095,344457,
707,20200410,EURUSD,1.093415,1.092915,1.09533,1.091975,101339,
709,20200413,EURUSD,1.09091,1.09497,1.09679,1.089255,204081,
710,20200414,EURUSD,1.098155,1.09091,1.098715,1.09031,304612,
711,20200415,EURUSD,1.09115,1.098155,1.099125,1.08566,307211,
712,20200416,EURUSD,1.08394,1.09115,1.09123,1.081665,365208,
713,20200417,EURUSD,1.08731,1.08394,1.089255,1.081205,340961,
715,20200420,EURUSD,1.086185,1.08669,1.0897,1.0841,257808,
716,20200421,EURUSD,1.085765,1.086185,1.088035,1.081635,322300,
717,20200422,EURUSD,1.08233,1.085765,1.088525,1.08032,236465,
718,20200423,EURUSD,1.077755,1.08233,1.08469,1.07559,350581,
719,20200424,EURUSD,1.08247,1.077755,1.083015,1.0727,279451,
721,20200427,EURUSD,1.082955,1.08231,1.086035,1.08113,248981,
722,20200428,EURUSD,1.08195,1.082955,1.088855,1.080945,251367,
723,20200429,EURUSD,1.08747,1.08195,1.08857,1.08182,260193,
724,20200430,EURUSD,1.09556,1.08747,1.097285,1.08329,386500,
725,20200501,EURUSD,1.09814,1.09556,1.101925,1.093455,230606,
727,20200504,EURUSD,1.09067,1.097045,1.097575,1.089565,252450,
728,20200505,EURUSD,1.083915,1.09067,1.092605,1.08259,276223,
729,20200506,EURUSD,1.07945,1.083915,1.084935,1.07819,244413,
730,20200507,EURUSD,1.083295,1.07945,1.083465,1.076655,278451,
731,20200508,EURUSD,1.083845,1.083295,1.087575,1.08151,208405,
733,20200511,EURUSD,1.08078,1.083045,1.08505,1.08003,228037,
734,20200512,EURUSD,1.08476,1.08078,1.08851,1.078435,246900,
735,20200513,EURUSD,1.081845,1.08476,1.08966,1.08116,293289,
736,20200514,EURUSD,1.08047,1.081845,1.0824,1.077475,257551,
737,20200515,EURUSD,1.08197,1.08047,1.085145,1.07889,242059,
739,20200518,EURUSD,1.091575,1.081035,1.092715,1.079975,242463,
740,20200519,EURUSD,1.092345,1.091575,1.09761,1.09022,248811,
741,20200520,EURUSD,1.09801,1.092345,1.0999,1.091875,221641,
742,20200521,EURUSD,1.09514,1.09801,1.10085,1.093715,231704,
743,20200522,EURUSD,1.09017,1.09514,1.09543,1.088535,197447,
745,20200525,EURUSD,1.089755,1.089595,1.091455,1.087045,114381,
746,20200526,EURUSD,1.0982,1.089755,1.09959,1.08918,238892,
747,20200527,EURUSD,1.100625,1.0982,1.10309,1.093375,419780,
748,20200528,EURUSD,1.10772,1.100625,1.109365,1.09917,348097,
749,20200529,EURUSD,1.11049,1.10772,1.11452,1.10688,439211,
751,20200601,EURUSD,1.113575,1.1118,1.115415,1.110045,316814,
752,20200602,EURUSD,1.11715,1.113575,1.11961,1.111515,374294,
753,20200603,EURUSD,1.123345,1.11715,1.12579,1.116665,422733,
754,20200604,EURUSD,1.133885,1.123345,1.136265,1.119465,501313,
755,20200605,EURUSD,1.12915,1.133885,1.13838,1.12783,448599,
757,20200608,EURUSD,1.12942,1.12947,1.13198,1.12682,330361,
758,20200609,EURUSD,1.134155,1.12942,1.13637,1.124095,411320,
759,20200610,EURUSD,1.137465,1.134155,1.14226,1.132135,515255,
760,20200611,EURUSD,1.12994,1.137465,1.140375,1.12887,569082,
761,20200612,EURUSD,1.125685,1.12994,1.134065,1.12125,513040,
763,20200615,EURUSD,1.132295,1.123355,1.133255,1.12267,522593,
764,20200616,EURUSD,1.12633,1.132295,1.135335,1.12278,459319,
765,20200617,EURUSD,1.12436,1.12633,1.129395,1.12071,413125,
766,20200618,EURUSD,1.120595,1.12436,1.12614,1.118565,378779,
767,20200619,EURUSD,1.117725,1.120595,1.125445,1.116825,379342,
769,20200622,EURUSD,1.126045,1.11857,1.126995,1.11685,288844,
770,20200623,EURUSD,1.130795,1.126045,1.13486,1.12331,412875,
771,20200624,EURUSD,1.12507,1.130795,1.132585,1.12483,373455,
772,20200625,EURUSD,1.121785,1.12507,1.12597,1.11904,406072,
773,20200626,EURUSD,1.12188,1.121785,1.123945,1.119525,275287,
775,20200629,EURUSD,1.124145,1.121885,1.128785,1.121655,277632,
776,20200630,EURUSD,1.123375,1.124145,1.126195,1.11909,328592,
777,20200701,EURUSD,1.12511,1.123375,1.127515,1.1185,316459,
778,20200702,EURUSD,1.123945,1.12511,1.130265,1.12233,315698,
779,20200703,EURUSD,1.12463,1.123945,1.12525,1.121915,245002,
781,20200706,EURUSD,1.130925,1.124395,1.134545,1.124395,268594,
782,20200707,EURUSD,1.127365,1.130925,1.133255,1.125875,296689,
783,20200708,EURUSD,1.13299,1.127365,1.135175,1.12623,289464,
784,20200709,EURUSD,1.128475,1.13299,1.137065,1.12802,338430,
785,20200710,EURUSD,1.12993,1.128475,1.132475,1.12548,258916,
787,20200713,EURUSD,1.134415,1.130495,1.13749,1.13009,278642,
788,20200714,EURUSD,1.13996,1.134415,1.140875,1.132515,350672,
789,20200715,EURUSD,1.141165,1.13996,1.145205,1.139095,314252,
790,20200716,EURUSD,1.13836,1.141165,1.144175,1.13705,319339,
791,20200717,EURUSD,1.14272,1.13836,1.144365,1.13754,231880,
793,20200720,EURUSD,1.144745,1.141745,1.14677,1.140235,323084,
794,20200721,EURUSD,1.15268,1.144745,1.153975,1.1423,342333,
795,20200722,EURUSD,1.15697,1.15268,1.160155,1.150695,419181,
796,20200723,EURUSD,1.159605,1.15697,1.162685,1.15403,370834,
797,20200724,EURUSD,1.16562,1.159605,1.16583,1.15812,374691,
799,20200727,EURUSD,1.175145,1.164375,1.178135,1.16419,398263,
800,20200728,EURUSD,1.17157,1.175145,1.177375,1.16987,394594,
801,20200729,EURUSD,1.179155,1.17157,1.18065,1.17125,397407,
802,20200730,EURUSD,1.18471,1.179155,1.18483,1.173095,418315,
803,20200731,EURUSD,1.177885,1.18471,1.190885,1.17616,513253,
805,20200803,EURUSD,1.17621,1.177445,1.179685,1.16956,355788,
806,20200804,EURUSD,1.18026,1.17621,1.18063,1.172135,348303,
807,20200805,EURUSD,1.186305,1.18026,1.19049,1.179285,343698,
808,20200806,EURUSD,1.18766,1.186305,1.191635,1.181795,434851,
809,20200807,EURUSD,1.17853,1.18766,1.188315,1.175535,436772,
811,20200810,EURUSD,1.173815,1.179045,1.18007,1.173595,274088,
812,20200811,EURUSD,1.17398,1.173815,1.180795,1.172205,395456,
813,20200812,EURUSD,1.17841,1.17398,1.181725,1.17111,377698,
814,20200813,EURUSD,1.181325,1.17841,1.186425,1.178015,335750,
815,20200814,EURUSD,1.18426,1.181325,1.185045,1.178165,281154,
817,20200817,EURUSD,1.18701,1.184145,1.1881,1.18287,243805,
818,20200818,EURUSD,1.193145,1.18701,1.196565,1.18659,333276,
819,20200819,EURUSD,1.183835,1.193145,1.195275,1.18303,392931,
820,20200820,EURUSD,1.186065,1.183835,1.186875,1.180215,389795,
821,20200821,EURUSD,1.179595,1.186065,1.18829,1.1754,330106,
